ID,Parent,Weight,Title,Description,Mapping
b10cf33cbc68a2795ff2e496361ab4e8,5cc28f31113ec7cd7e546b836ccae2b9,0,Energy policy and administrative management,Energy policy and administrative management,
0da1e4aa1a425a7c1ee71118342e1651,5cc28f31113ec7cd7e546b836ccae2b9,1,Rural electrification policies and management,Rural electrification policies and management,
9ace37ad2167816292052b064da6ac5d,5cc28f31113ec7cd7e546b836ccae2b9,2,Rural electrification production and distribution,Rural electrification production and distribution,
6b294e63a210d2d0b51be3b523d248aa,5cc28f31113ec7cd7e546b836ccae2b9,3,Energy access,Energy access,
254aae4a9efdcdc1b7da479a91d63aef,5cc28f31113ec7cd7e546b836ccae2b9,4,Monitoring Energy access,Monitoring Energy access,
17ce45e53e772a46daa96c17fda5c445,5cc28f31113ec7cd7e546b836ccae2b9,5,Energy security,Energy security,
a2675a853fa6070209ef4454f5ed32e6,5cc28f31113ec7cd7e546b836ccae2b9,6,Regional energy markets,Regional energy markets,
2ae978674a74d8828e7d762364e952cd,5cc28f31113ec7cd7e546b836ccae2b9,7,Household energy,Household energy,
b32468af66978e3af02e686b6600cd0f,5cc28f31113ec7cd7e546b836ccae2b9,8,Energy efficiency,Energy efficiency,
0e964ac490371010ebe132b138e1035f,5cc28f31113ec7cd7e546b836ccae2b9,9,Cookstroves & cooking fuels,Cookstroves & cooking fuels,
7ad08bacb0d6c64cce35146cdbd3d0c8,5cc28f31113ec7cd7e546b836ccae2b9,10,Clean energy technology,Clean energy technology,
df7bd7b40fc2a1b8897fb3f983c48ee5,5cc28f31113ec7cd7e546b836ccae2b9,11,Renewable energy production,Renewable energy production,
5772008890922a4333295baba0d342b3,5cc28f31113ec7cd7e546b836ccae2b9,12,Electrical transmission/ distribution,Electrical transmission/ distribution,
85b5fa41d25088c37a64afc354a0659e,5cc28f31113ec7cd7e546b836ccae2b9,13,Gas distribution,Gas distribution,
4d5783c6ddf78318c832361a9875c56e,5cc28f31113ec7cd7e546b836ccae2b9,14,Energy production from fossil fuels,Energy production from fossil fuels,
78dad6b943904168e84dad2859da1b62,5cc28f31113ec7cd7e546b836ccae2b9,15,Nuclear energy,Nuclear energy,
21446574ee0f2ba5de580f80fe3316b8,5cc28f31113ec7cd7e546b836ccae2b9,16,Hydro-electric power plants,Hydro-electric power plants,
28cf77cca57e4c22f3aa6d322c5d9751,5cc28f31113ec7cd7e546b836ccae2b9,17,Geothermal energy,Geothermal energy,
103baddfebe6b61fef9b0c40975e7318,5cc28f31113ec7cd7e546b836ccae2b9,18,Solar energy,Solar energy,
f858b03663665e4ad5e5584e07c01dc8,5cc28f31113ec7cd7e546b836ccae2b9,19,Wind power,Wind power,
9b903ea0dc31b55da13e0849856a83d5,5cc28f31113ec7cd7e546b836ccae2b9,20,Ocean power,Ocean power,
686bb650c9b040db90b1c2a6e3a2f435,5cc28f31113ec7cd7e546b836ccae2b9,21,Biomass energy,Biomass energy,
724110c325ba2cad458e7bdb5e0318b0,5cc28f31113ec7cd7e546b836ccae2b9,22,Biogas,Biogas,
023805f04927b473845f26b3722a90b7,5cc28f31113ec7cd7e546b836ccae2b9,23,Fuelwood and charcoal,Fuelwood and charcoal,
909cce3cf7aa2df3df009c7281c0e324,5cc28f31113ec7cd7e546b836ccae2b9,24,Energy education/training,Energy education/training,
98bb42d7c7d9e425a5531fa4dfde3850,5cc28f31113ec7cd7e546b836ccae2b9,25,Energy research,Energy research,
4b987c17c11b30ca329f047bc64e0d59,5cc28f31113ec7cd7e546b836ccae2b9,26,Raw Energy manufacturing,Raw Energy manufacturing,
a89298d47fc3e9c8aee4180403f21d3e,8f06f3b0c8fc6dd66c013e7b19f02ddd,0,Flood prevention/control,Flood prevention/control,
0a6ff58318e4f9bcba26f485d16bc696,8f06f3b0c8fc6dd66c013e7b19f02ddd,1,Desertification/land degredation,Desertification/land degredation,
8b881bd13519f24935df304a64fc9b2c,8f06f3b0c8fc6dd66c013e7b19f02ddd,2,Disaster Risk Reduction (DRR),Disaster Risk Reduction (DRR),
eb851d8734999927589c75fde9f5910e,8f06f3b0c8fc6dd66c013e7b19f02ddd,3,Drought,Drought,
6c478259b822ac8c41ab04036bd646b0,8f06f3b0c8fc6dd66c013e7b19f02ddd,4,Climate finance,Climate finance,
fc481977636976cf0d63863e98b3bb0e,8f06f3b0c8fc6dd66c013e7b19f02ddd,5,Adaptation,Adaptation,
05b12fcc019db2164e02024fe9578620,8f06f3b0c8fc6dd66c013e7b19f02ddd,6,Mitigation,Mitigation,
a0c988f1991f8b3ba0f75d6822ac94c3,8f06f3b0c8fc6dd66c013e7b19f02ddd,7,Climate smart agriculture,Climate smart agriculture,
7ad08bacb0d6c64cce35146cdbd3d0c82,8f06f3b0c8fc6dd66c013e7b19f02ddd,8,Clean energy technology,Clean energy technology,
e80e46f10804d01db9d2af3a0cc39c68,440eea3be02999fe002e994eab57bd82,0,Environmental Governance,Environmental Governance,
a9a5001ab6ce0774132ec467546e0ab6,440eea3be02999fe002e994eab57bd82,1,Environmental Accounting,Environmental Accounting,
07f862181b282ca7ffbed98efb024018,440eea3be02999fe002e994eab57bd82,2,Environmental mainstreaming,Environmental mainstreaming,
b5131dd29976b8f10686b5f6f4f8073c,440eea3be02999fe002e994eab57bd82,3,Environmental justice & law,Environmental justice & law,
e75c6103fcfeaed3370aedcf594418f7,440eea3be02999fe002e994eab57bd82,4,Environmental crime,Environmental crime,
d49558c30cec479fdb821e82cc359e4b,440eea3be02999fe002e994eab57bd82,5,Natural resource management,Natural resource management,
40f91e3321e08e1f15a8baac5f69aa18,440eea3be02999fe002e994eab57bd82,6,Environmental education/ training,Environmental education/ training,
15d760aeaa7ff78fe00b40c9a60435a1,440eea3be02999fe002e994eab57bd82,7,Environmental research,Environmental research,
3b7797bb9f4932f0bc4724993e5cf58d,440eea3be02999fe002e994eab57bd82,8,Greening the economy,Greening the economy,
9d35eb2dcda912787238bd4dbab3ad38,440eea3be02999fe002e994eab57bd82,9,Green policy,Green policy,
034c4520e7a4483229408b34660eccb7,440eea3be02999fe002e994eab57bd82,10,Green trade,Green trade,
b504d499988e5026bbc37a7c1f18fef2,440eea3be02999fe002e994eab57bd82,11,Green jobs,Green jobs,
124c2aafa710264ef319a6d906a997e1,440eea3be02999fe002e994eab57bd82,12,Resource efficiency,Resource efficiency,
213e33ed5c7321cac6a1bfb739dd3d30,440eea3be02999fe002e994eab57bd82,13,Green industry,Green industry,
c7f522feb781cd417faf122d9bd1df0b,8eed59c161d545af872ce054464881ce,0,Forest governance,Forest governance,
655532378f8ee8d467d469d851413dff,8eed59c161d545af872ce054464881ce,1,Voluntary Partnership Agreement (VPA),Voluntary Partnership Agreement (VPA),
ef2c65ea23fa4a70ba46ac8710a7e5a8,8eed59c161d545af872ce054464881ce,2,Timber regulation,Timber regulation,
7a4e2428f304fd89cea873f8e0973254,8eed59c161d545af872ce054464881ce,3,Illegal timber trade & forest crime,Illegal timber trade & forest crime,
0c8ca7558eb891c047d16a28a77d3ceb,8eed59c161d545af872ce054464881ce,4,Forest concessions,Forest concessions,
34d8f56069918c012889ccd0b1cc96ea,8eed59c161d545af872ce054464881ce,5,Afforestation,Afforestation,
c0d8fbc307bac2908abae4cfa2296f08,8eed59c161d545af872ce054464881ce,6,Forest management,Forest management,
fdb36844dec4d0ddaedd28b1158ea442,8eed59c161d545af872ce054464881ce,7,Agroforestry,Agroforestry,
7a3565c191e3cb981a1abda4c6f25f5d,8eed59c161d545af872ce054464881ce,8,Fuelwood/charcoal,Fuelwood/charcoal,
e3d30bf7772c87ca9fad1e7a07aad847,8eed59c161d545af872ce054464881ce,9,Forestry education/training,Forestry education/training,
79385ce38aa7414fa696fc3f278fd97a,8eed59c161d545af872ce054464881ce,10,Forestry research,Forestry research,
e66b993ba6a0cb6deca6db8f40675f7b,8eed59c161d545af872ce054464881ce,11,Forestry services,Forestry services,
59b688a0a20e8997ff04ebc2b6810a4b,8eed59c161d545af872ce054464881ce,12,Forest industries,Forest industries,
a106020287940a09b4ba5fea4ca972ab,fb653c9f0a9da2435a668aeca904b418,0,Air pollution and preservation,Air pollution and preservation,
6518905a34d025491070e0dd00a6b387,fb653c9f0a9da2435a668aeca904b418,1,Marine pollution control,Marine pollution control,
b9855217adbf06c2069fa36959f7d291,fb653c9f0a9da2435a668aeca904b418,2,Conservation,Conservation,
22a6566dbe6b14301b77cc1a5ffb706f,fb653c9f0a9da2435a668aeca904b418,3,Bio-diversity monitoring,Bio-diversity monitoring,
8c798c2919cdd400947b646e2cc0f051,fb653c9f0a9da2435a668aeca904b418,4,Bio-diversity policies,Bio-diversity policies,
8be268b67fbe8586692790b1195ff5e4,fb653c9f0a9da2435a668aeca904b418,5,Bio-diversityconservation accompanying measures,Bio-diversityconservation accompanying measures,
dc43eaecf45c0fc11cc17b0617d97a1c,fb653c9f0a9da2435a668aeca904b418,6,Bio trade,Bio trade,
1bf1054ef03d0835a783c2f986f84029,fb653c9f0a9da2435a668aeca904b418,7,Wildlife trade & trafficking,Wildlife trade & trafficking,
09a8f0c7e58f97604e2765fbe7fbd2cf,fb653c9f0a9da2435a668aeca904b418,8,Wildlife crisis,Wildlife crisis,
f63d9f60211f82e053e80d3cfcb15917,fb653c9f0a9da2435a668aeca904b418,9,Hunting and poaching,Hunting and poaching,
0d461d5ec9cc95a5941b5a55f974c4e7,fb653c9f0a9da2435a668aeca904b418,10,Ecotourism,Ecotourism,
8441fdfb66727ba2b75789965bc79832,fb653c9f0a9da2435a668aeca904b418,11,Water resources conservation,Water resources conservation,
6de8f6db8e660f5b06dc1d0a365e86762,fb653c9f0a9da2435a668aeca904b418,12,Sustainable Land management,Sustainable Land management,
d49558c30cec479fdb821e82cc359e4b2,fb653c9f0a9da2435a668aeca904b418,13,Natural resource management,Natural resource management,
2afd94631462be41c7e1c0e21f0a45d2,fb653c9f0a9da2435a668aeca904b418,14,Ecosystem services,Ecosystem services,
f73de752bf899dff828d9e7c2d402338,8da9bb66e53582ed40eb43946e9d978f,0,Payment for ecosystem services,Payment for ecosystem services,
8068fa45e73f8b7f11918dd7c21e2ffe,8da9bb66e53582ed40eb43946e9d978f,1,Migration policy,Migration policy,
dc4f253eb58ad4f3959584a20c2c91ab,8da9bb66e53582ed40eb43946e9d978f,2,Migration dialogue,Migration dialogue,
253d5e8a36a40f7725db0468d94527b0,8da9bb66e53582ed40eb43946e9d978f,3,Migration information systems,Migration information systems,
70b1aa49e6246ec2aaa0920ad8f7d59e,8da9bb66e53582ed40eb43946e9d978f,4,Integrated border management,Integrated border management,
e06fc0fa1a2e97b38b7a5ff44084c2ba,8da9bb66e53582ed40eb43946e9d978f,5,South-South migration,South-South migration,
e7f2c576d16507c6c1b986b2669afab7,8da9bb66e53582ed40eb43946e9d978f,6,Asylum,Asylum,
1e0282b567688d4e250e9947035b0a31,8da9bb66e53582ed40eb43946e9d978f,7,IDPs,IDPs,
4694c777b5ca7d0be256b4e3d9327205,8da9bb66e53582ed40eb43946e9d978f,8,Refugees,Refugees,
5f04a06f771a9b3ab5671f7429af8bb5,8da9bb66e53582ed40eb43946e9d978f,9,Labour migration,Labour migration,
d1c3df1ba33c32e3b7ec04998d04e553,8da9bb66e53582ed40eb43946e9d978f,10,Human trafficking,Human trafficking,
0197be91075fe28d91fb4d78b5c3d29f,8da9bb66e53582ed40eb43946e9d978f,11,Remittances policies,Remittances policies,
59ed94fd26b95f05770766c79a3891ee,b63aa8308833f8e56acb34d67ce9667a,0,Business support services,Business support services,
18ee98acca1598d90d51353be51b9ad2,b63aa8308833f8e56acb34d67ce9667a,1,Corporate social entreprises,Corporate social entreprises,
75f9cb0fe5c594f9c568df29f1f55c18,b63aa8308833f8e56acb34d67ce9667a,2,Informal economy,Informal economy,
b73f70d90232c497d28eff782589a0bc,b63aa8308833f8e56acb34d67ce9667a,3,Competitiveness,Competitiveness,
cfe71dbb0ce56a338fac2cf2f55dbc75,b63aa8308833f8e56acb34d67ce9667a,4,Value chains,Value chains,
6434c804bed0bce76caabd08b491da33,b63aa8308833f8e56acb34d67ce9667a,5,Foreign Direct Investment,Foreign Direct Investment,
3e7a443efc5d0ffcf7b1e24778d9ffbf,b63aa8308833f8e56acb34d67ce9667a,6,Public Private Partnerships,Public Private Partnerships,
a197ff5016cf48bf3923d4086e1c3347,b63aa8308833f8e56acb34d67ce9667a,7,Privatisation,Privatisation,
4fd0a37b0a02153b23bbb61d7915a429,b63aa8308833f8e56acb34d67ce9667a,8,Industry,Industry,
91cd9dac91761b2a3f7b82104d4a8c77,b63aa8308833f8e56acb34d67ce9667a,9,SMEs,SMEs,
45e63809d168f5f6690fabcc61e13613,b63aa8308833f8e56acb34d67ce9667a,10,Enterpreneurship,Enterpreneurship,
ea9efac7e8e56d216b9aa2089c702112,b63aa8308833f8e56acb34d67ce9667a,11,Certification and standards,Certification and standards,
ab64abf3177388cbee77eee7bac62c7b,b63aa8308833f8e56acb34d67ce9667a,12,Research for Private sector development and industry,Research for Private sector development and industry,
722afa5689e6f4a87b804f72b8ae1e84,b63aa8308833f8e56acb34d67ce9667a,13,Microfinance,Microfinance,
2c74d5f5c67a10ae49350d96c5044434,5c1fbc29691902c6f9d9d04f9f30cb82,0,Trade Policy,Trade Policy,
c64db4cbaf8a32f43ca7b8537db3b27e,5c1fbc29691902c6f9d9d04f9f30cb82,1,Trade administration,Trade administration,
f8cf1e003e50354e9d92cc444d1ee7ff,5c1fbc29691902c6f9d9d04f9f30cb82,2,Fair Trade,Fair Trade,
4368b209c94c45fc64de930cc9480092,5c1fbc29691902c6f9d9d04f9f30cb82,3,Market access,Market access,
521554b434866f026f8b69f7fb22faf4,5c1fbc29691902c6f9d9d04f9f30cb82,4,Trade facilitation,Trade facilitation,
f5cd8cef2bae5bd87d744c3355713c2e,5c1fbc29691902c6f9d9d04f9f30cb82,5,Customs,Customs,
4bed92dd64352b2d06540a8ce24a9c40,5c1fbc29691902c6f9d9d04f9f30cb82,6,Export helpdesk,Export helpdesk,
506301a72cc5ccb06dbc9ac0906a64cf,5c1fbc29691902c6f9d9d04f9f30cb82,7,Regional trade agreements (RTAs),Regional trade agreements (RTAs),
98eaadf2f9a36c5b3620bafee24d1116,5c1fbc29691902c6f9d9d04f9f30cb82,8,Regional integration,Regional integration,
2ea4a055df17b88dea290cdda92074ab,5c1fbc29691902c6f9d9d04f9f30cb82,9,Multilateral trade negotiations,Multilateral trade negotiations,
c99a2ddd98d951f6a919dfd2227dab10,5c1fbc29691902c6f9d9d04f9f30cb82,10,Trade-related adjustment - Aid for trade,Trade-related adjustment - Aid for trade,
eb3b8be444316c6c8e062f994d3f8f66,5c1fbc29691902c6f9d9d04f9f30cb82,11,Trade education/training,Trade education/training,
3ff3f2f14200be8b91082af8bafbfc95,845ea077f1e4410f1573a414ae70eaee,0,Welfare services policies,Welfare services policies,
851d72713d5290f7b8c0a0f9ca343ea6,845ea077f1e4410f1573a414ae70eaee,1,Social Protection policies,Social Protection policies,
44587d44573073e9fe63d07f92a243ac,845ea077f1e4410f1573a414ae70eaee,2,Defining social protection programmes,Defining social protection programmes,
7bdb8fdffa93f50b8238c5ccf0d6d103,845ea077f1e4410f1573a414ae70eaee,3,Social services aid & social transfers,Social services aid & social transfers,
35a1064f4dad816dc47e0d9aebc5b8ea,845ea077f1e4410f1573a414ae70eaee,4,Social mitigation of HIV/AIDS,Social mitigation of HIV/AIDS,
8d43aafd89292db29bf32af93443a854,31671e3c74e288125eb465889e82f3da,0,Decent work,Decent work,
b98163336de378c6aa9e07c687f8c662,31671e3c74e288125eb465889e82f3da,1,Employment policy,Employment policy,
49e4c8855e3af0b4cc55a04fb25bc5c12,31671e3c74e288125eb465889e82f3da,2,Youth employment,Youth employment,
ed1dcf7a6e1f9534e4309d4abc289206,31671e3c74e288125eb465889e82f3da,3,Elderly employment,Elderly employment,
e3382a897b8cbd4041d6843890d3f46e,31671e3c74e288125eb465889e82f3da,4,Monitoring labour markets,Monitoring labour markets,
de9e304d39023899784eecdc7dc3e2c0,31671e3c74e288125eb465889e82f3da,5,Disability & employment,Disability & employment,
0e483241e9e4c3af0293dcf31cb67559,31671e3c74e288125eb465889e82f3da,6,Vocational training,Vocational training,
ce098f82c78a72a6df23594f5b5ce16e,05cd313a8381104cad6446aca6d1b231,0,Integrated Water Ressource Management,Integrated Water Ressource Management,
821ed3ef668caf6d5ed7a484cae7d1dd,05cd313a8381104cad6446aca6d1b231,1,Water policies,Water policies,
6fa938a78dd9d673af6eda3e842cd1c2,05cd313a8381104cad6446aca6d1b231,2,Water geopolitics,Water geopolitics,
ae31707237687e1382966f26947be291,05cd313a8381104cad6446aca6d1b231,3,Transboundary water management,Transboundary water management,
b26534464478c60f8c3129a6e119e288,05cd313a8381104cad6446aca6d1b231,4,Water basins management,Water basins management,
995392db1b0b911200fef57fadf13669,05cd313a8381104cad6446aca6d1b231,5,Water conservation,Water conservation,
1766bc22edd0e3919a918e0f248009b8,05cd313a8381104cad6446aca6d1b231,6,Water information,Water information,
babb77e77b32326351deca8b1bd9acc5,05cd313a8381104cad6446aca6d1b231,7,Water scarcity,Water scarcity,
2849f66fdc2cf3a998bcb1c517b3ea14,05cd313a8381104cad6446aca6d1b231,8,Water supply - large systems,Water supply - large systems,
bd6ada3d19b870314c97b6029a4a7b34,05cd313a8381104cad6446aca6d1b231,9,Basic drinking water supply,Basic drinking water supply,
7d3d45f2430280d9a9806a44bc7c2de4,05cd313a8381104cad6446aca6d1b231,10,Supply and sanitation,Supply and sanitation,
e10517629fd80921912e74af90f7d78c,05cd313a8381104cad6446aca6d1b231,11,Sanitation - large systems,Sanitation - large systems,
a5a31f1c0e7e549f3d77bd77186fa076,05cd313a8381104cad6446aca6d1b231,12,Basi Sanitation,Basi Sanitation,
df384708e63878991986ebe865408aa2,05cd313a8381104cad6446aca6d1b231,13,WASH,WASH,
f11c5290188a03faa60d6d96ee21370d,05cd313a8381104cad6446aca6d1b231,14,Infrastructure for Watershed and basins management,Infrastructure for Watershed and basins management,
0e6c181c6b6ef9d931893e34b024bba4,05cd313a8381104cad6446aca6d1b231,15,Waste management,Waste management,
b844a90d84efbc716f9004e18c9bf99a,05cd313a8381104cad6446aca6d1b231,16,Education and training in water supply and sanitation,Education and training in water supply and sanitation,
4b8a1303ae89abe60094251411a9a3792,05cd313a8381104cad6446aca6d1b231,17,Irrigation & agro hydro infrastructures,Irrigation & agro hydro infrastructures,
a8439135f28cc6399fda464e041dd5fd,a48fb181f7b4d22fc67389bcb186e98b,0,Material relief assistance and services,Material relief assistance and services,
83f1d9ca1a0c4c2fc51a371c0d773f76,a48fb181f7b4d22fc67389bcb186e98b,1,Protection,Protection,
34b8ea443bfe6dcd36a74f4dac0ca6ea,a48fb181f7b4d22fc67389bcb186e98b,2,Livelihoods,Livelihoods,
fb31cb692a387943296d7e1d549144cf,a48fb181f7b4d22fc67389bcb186e98b,3,Community outreach,Community outreach,
d2319ee21529a539578bce021aeb0712,a48fb181f7b4d22fc67389bcb186e98b,4,Emergency food aid,Emergency food aid,
d54b88e317eaec460c56a853864da97f,a48fb181f7b4d22fc67389bcb186e98b,5,"Relief co-ordination, protection and support services","Relief co-ordination, protection and support services",
a0065ee4dad2a213d09f3a1759935054,a48fb181f7b4d22fc67389bcb186e98b,6,Reconstruction relief and rehabilitation,Reconstruction relief and rehabilitation,
249694a485fc5d3289c38986b4f8e887,a48fb181f7b4d22fc67389bcb186e98b,7,Cluster,Cluster,
eb0f985ca413731590cfd510a0491050,a48fb181f7b4d22fc67389bcb186e98b,8,Humanitarian - development transition - LRRD,Humanitarian - development transition - LRRD,
c7893ef157cfcd636495af5c6941a8ed,ea9a7aad18a77ec8d4839d827677d9a7,0,Research/scientific institutions,Research/scientific institutions,
1729a56cfc89021478498fe0c89a843a,d4775a1bd4555343b322546c905ed0c3,0,Visibility,Visibility,
4d78d92a82a295db40451bb9317d9f86,d4775a1bd4555343b322546c905ed0c3,1,Awareness raising,Awareness raising,
07a3dd247ad6bec7fe401aa11619959f,d4775a1bd4555343b322546c905ed0c3,2,Communication,Communication,
cdb67f25270896ac1478bab1cbfb7606,d4775a1bd4555343b322546c905ed0c3,3,Media relations,Media relations,
57b76fc64da82170de184bb4327a2e0e,d4775a1bd4555343b322546c905ed0c3,4,Social media,Social media,
9ac4f31ec7b40399dc6d048f2b81feb5,22c40666c657c143cac87f8677419830,0,Policy making,Policy making,
ae76638c9298a64663b7a80045e0971f,22c40666c657c143cac87f8677419830,1,Sustainable development,Sustainable development,
56eb759591e310af265a3bd3991afe4c,22c40666c657c143cac87f8677419830,2,Millenium Development Goals,Millenium Development Goals,
1577db380f7e7fa5e4fc01a9f20cf2af,22c40666c657c143cac87f8677419830,3,Post-2015 - Sustainable Development Goals,Post-2015 - Sustainable Development Goals,
f9ed1e449979162b5ef4c4aa4f3ecd3b,22c40666c657c143cac87f8677419830,4,Policy coherence for development,Policy coherence for development,
14adab33c7e7aa3ea3d096a542f330b5,22c40666c657c143cac87f8677419830,5,South-South cooperation,South-South cooperation,
265142a006cd08bb17c9623702db53b2,22c40666c657c143cac87f8677419830,6,Triangular cooperation,Triangular cooperation,
a5b21209402a922669cc32d0831d31ae,e9d7da5229fbff2bc0683d0fab6166b2,0,Joint programming,Joint programming,
cee9fa54b03d2df35be4dc51e40f36f2,e9d7da5229fbff2bc0683d0fab6166b2,1,Joint implementation,Joint implementation,
f7c1638c47f2f55a40f0c229af3b98d4,e9d7da5229fbff2bc0683d0fab6166b2,2,Joint analysis,Joint analysis,
42e085ca1dd5c91d8a4c7b292a071522,e9d7da5229fbff2bc0683d0fab6166b2,3,Division of labour & donor cooridnation,Division of labour & donor cooridnation,
e46e493839b5a1d117ead06a0f53e71b,e9d7da5229fbff2bc0683d0fab6166b2,4,Aid fragmentation,Aid fragmentation,
4845596d653a866ca67b9b9f55f4d809,e9d7da5229fbff2bc0683d0fab6166b2,5,Aid effectiveness,Aid effectiveness,
1737a87ddf814538999ca4a8c0b09844,e9d7da5229fbff2bc0683d0fab6166b2,6,Mutual accountability,Mutual accountability,
0de4afdad57ed10d2663be2f84481601,e9d7da5229fbff2bc0683d0fab6166b2,7,Ownership,Ownership,
70b4b9b218fa748c56823d308cd73b8f,e9d7da5229fbff2bc0683d0fab6166b2,8,Aid modalities,Aid modalities,
6f7956741d5d673ff0c8eacc8d8c961c2,e9d7da5229fbff2bc0683d0fab6166b2,9,Transparency,Transparency,
2bcb16bdbdb8e94f3363697939773de3,e9d7da5229fbff2bc0683d0fab6166b2,10,Science of delivery,Science of delivery,
ab7d55ce94ad0f6c5f10628192b78eb9,8b8717339b26964696d16dace111af19,0,Knowledge sharing,Knowledge sharing,
2e7152656983d7919f50e9fa4d586b5d,8b8717339b26964696d16dace111af19,1,Knowledge management,Knowledge management,
16c4351379ea23fc4db25aa55606771b,8b8717339b26964696d16dace111af19,2,Good practices,Good practices,
ff0b3d33e05a66888d383fb56b7ad9d3,8b8717339b26964696d16dace111af19,3,Lesson learned and case studies,Lesson learned and case studies,
9424080d71832fd81baff366f0a87936,be81b988949a0ecd7e043f942b441129,0,Capacity development,Capacity development,
595175d10770815caa876987fcf96611,be81b988949a0ecd7e043f942b441129,1,Backbone strategy,Backbone strategy,
dd2d15100f4f6452f082681535e67ddd,be81b988949a0ecd7e043f942b441129,2,Change management,Change management,
7068beaee3f8a02ed294459dd4b11b77,be81b988949a0ecd7e043f942b441129,3,technical cooperation reform,technical cooperation reform,
1812974bb0272d7b03a649cda918ccec,fc896505376c598562867a25a4edec98,0,Results Oriented Monitoring (ROM),Results Oriented Monitoring (ROM),
0edc63b54ca9a49c1d22a8e874bf723a,fc896505376c598562867a25a4edec98,1,Evaluation policy,Evaluation policy,
0bd4f72263f83845741612750eaa79fe,fc896505376c598562867a25a4edec98,2,Internal Monitoring,Internal Monitoring,
8d5de9cf9fdc674b61e984f0fc63f11a,fc896505376c598562867a25a4edec98,3,Evaluation uptake,Evaluation uptake,
f6f5eae09ef1b89b6769dce770f92355,fc896505376c598562867a25a4edec98,4,Indicators,Indicators,
4a0e4328ec4e5ddff67f99f069b63036,fc896505376c598562867a25a4edec98,5,Evaluation methods,Evaluation methods,
4f88689d007a328c0c14a6cc35dea3da,fc896505376c598562867a25a4edec98,6,ROM methodology,ROM methodology,
474963681e7790e55ffbaec4700c0ab8,fc896505376c598562867a25a4edec98,7,Evaluation criteria,Evaluation criteria,
ca1cc1c656813031e0c1a1a160b9b84e,fc896505376c598562867a25a4edec98,8,Results framework,Results framework,
dbc394f105056f8d8bfbb58840a10e42,1afa74da05ca145d3418aad9af510109,0,Political economy analysis,Political economy analysis,
83efcd8b467b34e9afd578a39bbdc9fd,1afa74da05ca145d3418aad9af510109,1,Public policy analsysis,Public policy analsysis,
75ea1e6acd129c4260bb075e91d07309,1afa74da05ca145d3418aad9af510109,2,Stakeholders analysis,Stakeholders analysis,
d6965ec4af88263db28634a777404aee,1afa74da05ca145d3418aad9af510109,3,Context for development,Context for development,
8c6cd4ce674adccbdc3fcf65f0028517,1afa74da05ca145d3418aad9af510109,4,Policy Dialogue,Policy Dialogue,
45d135d6cb708045a37caad65f9c8b0f,1afa74da05ca145d3418aad9af510109,5,Logical framework,Logical framework,
4a6df4f91f5d5e7ef66155b6165758be,1afa74da05ca145d3418aad9af510109,6,Logic of intervention,Logic of intervention,
658fb5ef00749e8af5a974f612adea9b,1afa74da05ca145d3418aad9af510109,7,Assumptions,Assumptions,
b93d78a55dcb57389a186bbf5b389fd0,1afa74da05ca145d3418aad9af510109,8,Risk assessment,Risk assessment,
da0aadfa52b17e16e10763625302848f,1afa74da05ca145d3418aad9af510109,9,Sector approach,Sector approach,
f7be64c810851c0e99ff5656b1debc33,1afa74da05ca145d3418aad9af510109,10,Quality support,Quality support,
a6462b88a285656115c0f1abd94bb5fa,5bc96d7c5acc9e6335ae76a02762f966,0,Post conflict,Post conflict,
a9843299b325c89bf23d93af978179fd,5bc96d7c5acc9e6335ae76a02762f966,1,Peace and Security Goals,Peace and Security Goals,
85abe79bc034d73814ad5c1cddf93035,5bc96d7c5acc9e6335ae76a02762f966,2,New deal,New deal,
30b0a0c5410dc6bd1a768fe18c13ebc6,5bc96d7c5acc9e6335ae76a02762f966,3,Comprehensive approach,Comprehensive approach,
0b0e1170bc345da091e0f367d5795402,5bc96d7c5acc9e6335ae76a02762f966,4,Conflict sensitivity,Conflict sensitivity,
90feec89277f0ee97c4e4fd2ecc3f71d,5bc96d7c5acc9e6335ae76a02762f966,5,Conflict analysis,Conflict analysis,
0eb6b8b14242b299830311d156dcd1a2,5bc96d7c5acc9e6335ae76a02762f966,6,Resilience,Resilience,
76951f033ded3b1f56b0973de26dab84,8af0f5c3edad8d8e158ff27b9f03afac,0,e-learning,e-learning,
8ea61e8493dc666d1325d90596c9b74f,8af0f5c3edad8d8e158ff27b9f03afac,1,seminars,seminars,
c185ddac8b5a8f5aa23c5b80bc12d214,8af0f5c3edad8d8e158ff27b9f03afac,2,training,training,
4dd8a19d69f5324f9d49d17ef78bbbcc,8af0f5c3edad8d8e158ff27b9f03afac,3,MOOC,MOOC,
341344c27030da49bf5c602332dc86cc,75ec92fb26a6cbfa78e423a450d96708,0,Use of country systems,Use of country systems,
4e153cd23e8b8bb589aed260bcb1abe5,75ec92fb26a6cbfa78e423a450d96708,1,PRAG,PRAG,
e5020d23faf4a3f68729523923ce6af4,75ec92fb26a6cbfa78e423a450d96708,2,COMPANION,COMPANION,
6d2eb0beed474d7b1223284a67a4afe1,75ec92fb26a6cbfa78e423a450d96708,3,Pillar assessments,Pillar assessments,
1418006fb82306f5f3da39cd4f7d5076,75ec92fb26a6cbfa78e423a450d96708,4,PAGODA,PAGODA,
